,symbol,common_name,scientific_name,species,state_and_province,category,family,family_common_name,duration,growth_habit,native_status,invasive,active_growth_period,after_harvest_regrowth_rate,fall_conspicuous,fire_resistance,flower_color,flower_conspicuous,foliage_color,fruit_conspicuous,growth_form,growth_rate,height_at_base_age_maximum_feet,height_mature_feet,leaf_retention,lifespan,resprout_ability,shape_and_orientation,toxicity,adapted_to_coarse_textured_soils,adapted_to_medium_textured_soils,adapted_to_fine_textured_soils,anaerobic_tolerance,cacosub3sub_tolerance,cold_stratification_required,drought_tolerance,fertility_requirement,fire_tolerance,frost_free_days_minimum,hedge_tolerance,moisture_use,ph_minimum,ph_maximum,planting_density_per_acre_minimum,planting_density_per_acre_maximum,precipitation_minimum,precipitation_maximum,root_depth_minimum_inches,salinity_tolerance,shade_tolerance,temperature_minimum_f,bloom_period,commercial_availability,fruitseed_abundance,fruitseed_period_begin,fruitseed_period_end,fruitseed_persistence,propogated_by_bare_root,propogated_by_bulbs,propogated_by_container,propogated_by_corms,propogated_by_cuttings,propogated_by_seed,propogated_by_sod,propogated_by_sprigs,propogated_by_tubers,seeds_per_pound,seed_spread_rate,seedling_vigor,small_grain,vegetative_spread_rate,berrynutseed_product,christmas_tree_product,fodder_product,fuelwood_product,lumber_product,naval_store_product,nursery_stock_product,palatable_browse_animal,palatable_graze_animal,palatable_human,post_product,protein_potential,pulpwood_product,veneer_product
55210,MESU,Alaska oniongrass,Melica subulata,subulata,"USA (AK, CA, CO, ID, MT, NV, OR, SD, WA, WY), CAN (AB, BC)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), AK (N), CAN (N)",,Spring,Slow,No,No,Yellow,No,Green,No,Rhizomatous,Moderate,,3.3,No,Moderate,No,Erect,None,Yes,Yes,Yes,None,Medium,Yes,Medium,Medium,High,90,None,Medium,5.7,7.3,2700,4800,24,50,12,None,Tolerant,-33,Mid Spring,Contracting Only,Medium,Spring,Summer,No,No,Yes,No,No,No,Yes,No,Yes,No,197000,Slow,Medium,No,Slow,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
55465,MICA3,scarlet monkeyflower,Mimulus cardinalis,cardinalis,"USA (AZ, CA, NM, NV, OR, UT, WA)",Dicot,Scrophulariaceae,Figwort family,Perennial,Forb/herb,L48 (N),,Spring and Summer,Moderate,Yes,No,Red,Yes,Green,No,Rhizomatous,Moderate,,2.5,No,Moderate,No,Erect,None,No,Yes,No,Medium,Medium,No,Low,Medium,Medium,120,None,High,6,7.2,1700,4800,24,45,6,None,Tolerant,-28,Spring,Routinely Available,Low,Summer,Summer,No,Yes,No,Yes,No,No,Yes,No,No,No,4000000,Slow,Medium,No,None,No,No,No,,No,No,Yes,Low,Low,No,No,Low,No,No
55695,MIGU,seep monkeyflower,Mimulus guttatus,guttatus,"USA (AK, AZ, CA, CO, CT, DE, ID, MI, MT, ND, NE, NM, NV, NY, OR, PA, SD, UT, WA, WY), CAN (AB, BC, NB, NT, SK, YT)",Dicot,Scrophulariaceae,Figwort family,"Annual, Perennial",Forb/herb,"L48 (N), AK (N), CAN (N)",,Spring and Summer,Slow,No,No,Yellow,Yes,Green,No,Rhizomatous,Rapid,,2.5,No,Short,No,Semi-Erect,None,Yes,Yes,Yes,Medium,Medium,No,None,High,Medium,110,None,High,6,8,2700,4800,10,24,12,None,Tolerant,-38,Mid Spring,Routinely Available,Medium,Summer,Summer,No,No,No,No,No,No,Yes,No,Yes,No,4000000,Slow,Medium,No,Moderate,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
55944,MINU,nodding microseris,Microseris nutans,nutans,"USA (CA, CO, ID, MT, NV, OR, SD, UT, WA, WY), CAN (AB, BC)",Dicot,Asteraceae,Aster family,Perennial,Forb/herb,"L48 (N), CAN (N)",,Spring and Summer,Slow,Yes,No,Yellow,Yes,Green,Yes,Single Crown,Rapid,,2,No,Short,No,Erect,None,No,Yes,No,Low,Low,No,Medium,Low,Low,120,None,Medium,6,7.2,2700,4800,16,60,10,None,Tolerant,-28,Late Spring,No Known Source,Medium,Summer,Summer,No,No,No,No,No,No,Yes,No,No,Yes,215692,Moderate,Medium,No,None,No,No,No,,No,No,No,High,High,Yes,No,Low,No,No
56033,MIPR,primrose monkeyflower,Mimulus primuloides,primuloides,"USA (AZ, CA, ID, MT, NM, NV, OR, UT, WA)",Dicot,Scrophulariaceae,Figwort family,Perennial,Forb/herb,L48 (N),,Spring and Summer,Moderate,No,No,Red,Yes,Green,No,Stoloniferous,Moderate,,1.5,No,Short,No,Decumbent,None,No,Yes,Yes,Medium,Low,No,Low,Medium,Medium,100,None,High,6,7.2,,,24,60,8,None,Tolerant,-33,Spring,Routinely Available,Low,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,4000000,Slow,Low,No,Moderate,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
56141,MISI,Chinese silvergrass,Miscanthus sinensis,sinensis,"USA (AL, CA, CO, CT, DC, DE, FL, GA, IL, KY, LA, MA, MD, MI, MO, MS, NC, NJ, NY, OH, PA, RI, SC, TN, VA, WV), CAN (ON)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (I), CAN (I)",SEEPPC,Spring and Summer,Moderate,Yes,No,Yellow,No,Green,Yes,Bunch,Moderate,,5,No,Long,No,Erect,None,Yes,Yes,Yes,Low,Medium,No,Medium,Medium,High,120,Medium,Medium,4.6,7.5,2700,10000,24,55,14,None,Intolerant,-18,Early Summer,Routinely Available,Medium,Summer,Fall,Yes,No,No,No,No,Yes,Yes,No,Yes,No,600000,Moderate,Medium,No,Slow,No,No,No,,No,No,Yes,Low,Low,No,No,Low,No,No
56338,MOAL,white mulberry,Morus alba,alba,"USA (AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (BC, ON, QC)",Dicot,Moraceae,Mulberry family,Perennial,"Tree, Shrub","L48 (I), HI (I), CAN (I)","N'EAST, WI",Spring and Summer,,No,No,Green,No,Green,Yes,Single Stem,Moderate,30,50,No,Moderate,Yes,Rounded,None,Yes,Yes,Yes,None,None,Yes,Medium,Low,Low,130,Low,Low,5,7,170,600,30,60,24,Medium,Intermediate,-18,Early Spring,Routinely Available,High,Spring,Summer,No,Yes,No,Yes,No,Yes,Yes,No,No,No,235000,Moderate,High,No,None,Yes,No,No,Low,No,No,Yes,Low,,No,No,Low,No,No
56377,MOCA6,California wax myrtle,Morella californica,californica,"USA (CA, OR, WA), CAN (BC)",Dicot,Myricaceae,Bayberry family,Perennial,"Tree, Shrub","L48 (N), CAN (N)",,Spring and Summer,,Yes,No,Yellow,No,Dark Green,Yes,Multiple Stem,Moderate,30,33,Yes,Long,Yes,Erect,None,Yes,Yes,No,Low,Medium,Yes,Low,Low,Low,240,Low,Medium,6,7.5,700,1700,40,70,20,High,Intolerant,22,Early Summer,Routinely Available,Medium,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,22000,Slow,Low,No,None,No,No,No,,No,No,Yes,Low,Low,No,No,Low,No,No
56383,MOCE2,wax myrtle,Morella cerifera,cerifera,"USA (AL, AR, DE, FL, GA, HI, LA, MD, MS, NC, NJ, OK, SC, TX, VA, WV), USA+ (PR)",Dicot,Myricaceae,Bayberry family,Perennial,"Tree, Subshrub, Shrub","L48 (N), HI (I), PR (N)",,Spring and Summer,,No,No,White,No,Green,Yes,Rhizomatous,Moderate,10,10,Yes,Long,No,Erect,None,Yes,Yes,Yes,Medium,Medium,Yes,Medium,Low,Low,155,High,High,5.4,9.1,700,1700,34,60,20,Medium,Intolerant,-3,Spring,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,84000,Moderate,Medium,No,Slow,No,No,No,,No,No,Yes,Low,Low,No,No,Low,No,No
56442,MOFIM2,mintleaf bergamot,Monarda fistulosa ssp. fistulosa var. menthifolia,fistulosa,"USA (AZ, CO, IA, ID, MN, MT, ND, NE, NM, NV, OR, SD, TX, UT, WA, WI, WY), CAN (AB, BC, MB, NT, SK)",Dicot,Lamiaceae,Mint family,Perennial,"Subshrub, Forb/herb","L48 (N), CAN (N)",,Spring and Summer,Slow,No,No,Purple,Yes,Green,No,Rhizomatous,Moderate,,3,No,Moderate,No,Erect,None,Yes,Yes,Yes,Low,Medium,No,Low,Medium,High,110,None,Medium,6.5,8.5,2700,4800,12,24,16,None,Intermediate,-38,Late Spring,Contracting Only,Medium,Summer,Fall,Yes,No,No,Yes,No,No,Yes,No,Yes,No,1272500,Slow,Medium,No,Moderate,No,No,No,,No,No,Yes,Medium,Low,No,No,Low,No,No
56575,MONU,Nuttall's povertyweed,Monolepis nuttalliana,nuttalliana,"USA (AK, AZ, CA, CO, IA, ID, IL, KS, KY, LA, MA, ME, MN, MO, MT, ND, NE, NM, NV, NY, OH, OK, OR, SC, SD, TX, UT, WA, WY), CAN (AB, BC, MB, NS, NT, ON, QC, SK, YT)",Dicot,Chenopodiaceae,Goosefoot family,Annual,Forb/herb,"L48 (N), AK (N), CAN (N)",NE&GP,Spring and Summer,Slow,No,No,Green,No,Dark Green,No,Single Crown,Rapid,,0.8,No,,No,Decumbent,None,No,Yes,Yes,Medium,High,No,Medium,Low,Low,140,None,Medium,6.5,9,,,8,24,6,High,Intolerant,47,Mid Spring,No Known Source,Medium,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,1375000,Moderate,Medium,No,None,No,No,No,,No,No,No,,,No,No,Low,No,No
56615,MOPE6,northern bayberry,Morella pensylvanica,pensylvanica,"USA (CT, DC, DE, MA, MD, ME, NC, NH, NJ, NY, OH, PA, RI, VA, VT), CAN (NB, NF, NS, ON, PE, QC), FRA (SPM)",Dicot,Myricaceae,Bayberry family,Perennial,"Tree, Shrub","L48 (N), CAN (N), SPM (N)",,Spring,,No,No,Yellow,No,Green,Yes,Colonizing,Slow,9,12,No,Long,Yes,Semi-Erect,None,Yes,Yes,No,Low,Medium,Yes,High,Low,Low,140,Low,Medium,5.5,7.8,1210,2722,32,65,20,Medium,Intolerant,-28,Late Spring,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,No,No,No,No,No,55000,Slow,Low,No,Slow,No,No,No,,No,No,Yes,Low,Low,No,No,Low,No,No
56667,MORU2,red mulberry,Morus rubra,rubra,"USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, NE, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV), CAN (ON)",Dicot,Moraceae,Mulberry family,Perennial,Tree,"L48 (N), CAN (N)",,Spring and Summer,,No,No,Green,No,Green,Yes,Single Stem,Moderate,45,70,No,Moderate,Yes,Rounded,None,Yes,Yes,Yes,Medium,Medium,Yes,Medium,Low,Low,140,Low,Medium,5,7,170,600,35,60,24,None,Tolerant,-33,Early Spring,Routinely Available,High,Spring,Summer,No,Yes,No,Yes,No,Yes,Yes,No,No,No,344667,Slow,High,No,None,Yes,No,No,Low,Yes,No,Yes,Low,,Yes,Yes,Low,No,Yes
56792,MUCU3,plains muhly,Muhlenbergia cuspidata,cuspidata,"USA (AR, CO, IA, IL, IN, KS, KY, MI, MN, MO, MT, ND, NE, NM, OH, OK, PA, SD, TN, VA, WI, WY), CAN (AB, MB, SK)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), CAN (N)",,Spring and Summer,Slow,No,No,Yellow,No,Green,No,Bunch,Moderate,,1.4,No,Moderate,No,Erect,None,Yes,Yes,No,None,Medium,No,High,Low,High,85,None,Low,5,6.7,,,18,40,12,None,Intolerant,-38,Late Spring,No Known Source,Medium,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,1200000,Slow,Medium,No,None,No,No,Yes,,No,No,No,Low,Medium,No,No,Medium,No,No
56825,MUFR2,wirestem muhly,Muhlenbergia frondosa,frondosa,"USA (AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SD, TN, TX, VA, VT, WI, WV), CAN (NB, ON, QC)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), CAN (N)","N'EAST, SWSS","Spring, Summer, Fall",Slow,No,No,Yellow,No,Green,No,Rhizomatous,Moderate,,2,No,Moderate,No,Prostrate,None,No,Yes,Yes,Low,High,No,Low,Low,High,100,None,Medium,5.9,7.9,11000,18000,36,50,8,None,Tolerant,-38,Spring,No Known Source,High,Summer,Fall,No,No,No,No,No,No,Yes,No,Yes,No,1500000,Slow,Low,No,Moderate,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
56830,MUGL3,spiked muhly,Muhlenbergia glomerata,glomerata,"USA (CO, CT, DC, IA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MT, NC, ND, NE, NH, NJ, NV, NY, OH, OR, PA, RI, SD, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA (SPM)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), CAN (N), SPM (N)",,"Spring, Summer, Fall",Slow,No,No,Yellow,No,Green,No,Rhizomatous,Moderate,,3,No,Short,No,Semi-Erect,None,No,Yes,Yes,High,Medium,No,Low,Medium,High,100,None,Medium,5.3,7.5,,,30,50,8,Medium,Intermediate,-33,Late Spring,Routinely Available,Low,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,750000,Moderate,Low,No,Moderate,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
56855,MUME2,Mexican muhly,Muhlenbergia mexicana,mexicana,"USA (AL, AR, AZ, CA, CO, CT, DE, HI, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (BC, MB, NB, NS, ON, QC, SK, YT)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), HI (I), CAN (N)",,"Spring, Summer, Fall",Slow,No,No,Green,No,Green,No,Rhizomatous,Moderate,,3,No,Short,No,Semi-Erect,None,No,Yes,No,Medium,Medium,No,Low,Medium,High,100,None,Medium,5.5,7.5,,,20,50,8,None,Intermediate,-33,Late Summer,Routinely Available,Low,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,750000,Moderate,Low,No,Moderate,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
56860,MUMO,mountain muhly,Muhlenbergia montana,montana,"USA (AZ, CA, CO, MT, NM, TX, UT, WY)",Monocot,Poaceae,Grass family,Perennial,Graminoid,L48 (N),,Spring,Moderate,No,No,Yellow,No,Green,No,Bunch,Moderate,,1.5,No,Moderate,No,Erect,None,Yes,Yes,No,None,High,No,High,Low,Low,90,None,Medium,6.5,7.5,,,13,30,15,None,Intolerant,-38,Early Summer,Contracting Only,High,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,1500000,Moderate,Medium,No,Slow,No,No,No,,No,No,No,Low,Medium,No,No,Medium,No,No
56887,MUPO2,bush muhly,Muhlenbergia porteri,porteri,"USA (AZ, CA, CO, NM, NV, OK, TX, UT)",Monocot,Poaceae,Grass family,Perennial,Graminoid,L48 (N),,"Spring, Summer, Fall",Slow,No,No,Yellow,No,Green,No,Single Crown,Moderate,,2.8,Yes,Long,No,Decumbent,None,Yes,Yes,Yes,None,None,No,High,Medium,High,220,None,Medium,6.2,8,,,5,12,12,Low,Intermediate,12,Late Spring,Contracting Only,Low,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,2424000,Slow,Medium,No,Slow,No,No,Yes,,No,No,No,High,High,No,No,Medium,No,No
56892,MUPU2,sandhill muhly,Muhlenbergia pungens,pungens,"USA (AZ, CO, NE, NM, SD, TX, UT, WY)",Monocot,Poaceae,Grass family,Perennial,Graminoid,L48 (N),,Spring,Slow,No,No,Yellow,No,Green,No,Rhizomatous,Moderate,,1.5,No,Long,No,Erect,None,Yes,Yes,No,None,Medium,No,High,Low,High,120,None,Low,5,7,4800,11000,8,20,12,None,Intolerant,-23,Late Summer,Field Collections Only,Low,Summer,Fall,No,No,No,No,No,No,Yes,No,Yes,No,747000,Slow,Low,No,Rapid,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
56897,MURA,marsh muhly,Muhlenbergia racemosa,racemosa,"USA (AZ, CO, IA, ID, IL, IN, KS, KY, ME, MI, MN, MO, MT, ND, NE, NH, NM, NV, NY, OK, OR, SD, TX, UT, VA, VT, WA, WI, WY), CAN (AB, BC, MB, NS, ON, QC, SK)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), CAN (N)",NE&GP,"Spring, Summer, Fall",Slow,No,No,Green,No,Green,No,Rhizomatous,Moderate,,3,No,Short,No,Semi-Erect,None,Yes,Yes,Yes,Low,Medium,No,Low,Medium,High,100,None,Medium,5.9,8,11000,18000,10,35,8,Low,Tolerant,-38,Late Summer,No Known Source,Low,Summer,Fall,No,No,No,No,No,No,Yes,No,Yes,No,1608000,Slow,Low,No,Moderate,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
56905,MURE,creeping muhly,Muhlenbergia repens,repens,"USA (AZ, CO, NM, TX, UT)",Monocot,Poaceae,Grass family,Perennial,Graminoid,L48 (N),,Spring and Summer,Moderate,No,No,Yellow,No,Green,No,Rhizomatous,Moderate,,1,No,Long,No,Decumbent,None,Yes,Yes,No,None,Medium,No,High,Low,High,290,None,Low,5,7,4800,11000,12,20,10,Low,Intolerant,17,Mid Summer,No Known Source,Low,Summer,Fall,No,No,No,No,No,No,Yes,No,Yes,No,1417000,Moderate,Low,No,Rapid,No,No,Yes,,No,No,No,Low,Low,No,No,Low,No,No
56907,MURI,mat muhly,Muhlenbergia richardsonis,richardsonis,"USA (AK, AZ, CA, CO, ID, ME, MI, MN, MT, ND, NE, NM, NV, OR, SD, UT, WA, WI, WY), CAN (AB, BC, MB, NB, NT, ON, QC, SK, YT)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), AK (N), CAN (N)",,Spring and Summer,Rapid,No,No,Green,No,Green,No,Rhizomatous,Rapid,,0.5,No,Short,No,Decumbent,None,No,Yes,Yes,None,High,No,Low,Low,Medium,140,Medium,High,7.5,9.5,11000,18000,10,19,6,None,Intolerant,-28,Early Summer,Contracting Only,Medium,Summer,Fall,No,No,No,No,No,No,Yes,No,Yes,No,1500000,Rapid,High,No,Rapid,No,No,No,,No,No,No,Medium,Medium,No,No,Medium,No,No
56908,MURI2,deergrass,Muhlenbergia rigens,rigens,"USA (AZ, CA, NM, NV, TX)",Monocot,Poaceae,Grass family,Perennial,Graminoid,L48 (N),,Spring and Summer,Slow,No,No,Yellow,No,Green,No,Bunch,Moderate,,4.5,No,Long,No,Erect,None,Yes,Yes,No,None,None,No,High,Low,High,334,None,Low,5.5,7.5,,,10,18,14,Low,Intermediate,23,Late Spring,Routinely Available,Medium,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,1200000,Slow,Medium,No,None,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
56918,MUSC,nimblewill,Muhlenbergia schreberi,schreberi,"USA (AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, UT, VA, VT, WI, WV), CAN (ON)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), CAN (N)","KY, N'EAST, NE&GP, STATE, SWSS",Spring,Slow,No,No,Green,No,Green,No,Multiple Stem,Moderate,,3.2,No,Short,No,Erect,None,No,Yes,Yes,None,High,No,Medium,Low,Medium,110,None,Low,4.5,7.5,10912,43560,26,55,2,None,Tolerant,-33,Summer,No Known Source,Low,Summer,Fall,No,No,No,No,No,No,Yes,No,Yes,No,750000,Slow,Medium,No,Slow,No,No,Yes,,No,No,No,Low,Low,No,No,Low,No,No
56946,MUSY,woodland muhly,Muhlenbergia sylvatica,sylvatica,"USA (AL, AR, AZ, CT, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV), CAN (ON, QC)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), CAN (N)",,"Spring, Summer, Fall",Slow,No,No,Yellow,No,Green,No,Rhizomatous,Moderate,,3,No,Short,No,Semi-Erect,None,No,Yes,No,Low,Low,No,Low,Medium,High,100,None,Medium,5.9,7.5,11000,18000,28,45,8,None,Intermediate,-28,Mid Summer,No Known Source,Low,Summer,Fall,No,No,No,No,No,No,Yes,No,Yes,No,750000,Slow,Low,No,Moderate,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
56965,MUUN,bog muhly,Muhlenbergia uniflora,uniflora,"USA (CT, MA, MD, ME, MI, MN, NH, NJ, NY, OR, PA, RI, VT, WI), CAN (BC, LB, NB, NF, NS, ON, QC), FRA (SPM)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), CAN (N), SPM (N)",,Spring and Summer,Slow,No,No,Yellow,No,Green,No,Bunch,Moderate,,1.2,No,Short,No,Semi-Erect,None,No,Yes,Yes,High,Low,No,Low,Medium,High,100,None,High,4.8,6.8,,,35,60,8,None,Intolerant,-33,Mid Summer,No Known Source,Low,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,750000,Moderate,Medium,No,None,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
56978,MUWR,spike muhly,Muhlenbergia wrightii,wrightii,"USA (AZ, CO, NM, OK, TX, UT)",Monocot,Poaceae,Grass family,Perennial,Graminoid,L48 (N),,Spring,Moderate,No,No,Yellow,No,Green,No,Bunch,Moderate,,2,No,Moderate,No,Erect,None,Yes,Yes,No,None,High,No,Medium,Low,Low,120,None,Medium,5.8,7.5,,,13,20,14,None,Intolerant,-18,Early Summer,Routinely Available,Medium,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,1635000,Moderate,Medium,No,Slow,No,No,No,,No,No,No,High,High,No,No,Medium,No,No
57102,MYGA,sweetgale,Myrica gale,gale,"USA (AK, CT, MA, ME, MI, MN, NC, NH, NJ, NY, OR, PA, RI, VT, WA, WI), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), FRA (SPM)",Dicot,Myricaceae,Bayberry family,Perennial,Shrub,"L48 (N), AK (N), CAN (N), SPM (N)",,Summer,,No,No,Blue,No,Gray-Green,No,Multiple Stem,Moderate,7,6,No,Moderate,Yes,Erect,None,No,Yes,Yes,Medium,Low,Yes,Medium,Low,High,95,Low,Medium,5,7.8,3500,7000,30,50,14,None,Tolerant,-33,Spring,Routinely Available,High,Spring,Spring,No,Yes,No,Yes,No,No,Yes,No,No,No,,Slow,Medium,No,Slow,No,No,No,,No,No,No,,,No,No,Low,No,No
57362,NACE,nodding needlegrass,Nassella cernua,cernua,"USA (CA, HI)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), HI (I)",,Spring,Slow,Yes,No,Yellow,No,Green,No,Bunch,Rapid,,2.6,No,Moderate,No,Erect,None,No,Yes,Yes,None,Medium,No,Medium,Low,High,280,None,Low,5.8,7.2,,,12,18,12,None,Intolerant,17,Mid Spring,Contracting Only,Medium,Spring,Spring,No,No,No,No,No,No,Yes,No,No,No,200000,Slow,Medium,No,None,No,No,Yes,,No,No,No,Low,Low,No,No,Low,No,No
57389,NADO,sacred bamboo,Nandina domestica,domestica,"USA (AL, FL, GA, LA, MS, NC, SC, TX, VA)",Dicot,Berberidaceae,Barberry family,Perennial,Shrub,L48 (I),FLEPPC,Spring and Summer,,No,No,White,Yes,Green,Yes,Multiple Stem,Rapid,8,8,Yes,Moderate,Yes,Erect,None,Yes,Yes,Yes,None,Low,Yes,Low,High,Low,165,Medium,High,4.5,6,600,1700,35,55,20,Medium,Tolerant,2,Early Summer,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,,Slow,Low,No,Moderate,No,No,No,,No,No,Yes,Low,Low,No,No,Low,No,No
57459,NALE2,foothill needlegrass,Nassella lepida,lepida,USA (CA),Monocot,Poaceae,Grass family,Perennial,Graminoid,L48 (N),,Spring,Slow,No,No,Yellow,No,Green,No,Bunch,Rapid,,3,No,Moderate,No,Erect,None,No,Yes,Yes,None,Medium,No,Medium,Low,High,300,None,Low,5.8,7.2,,,12,18,12,None,Intolerant,17,Early Spring,Contracting Only,Medium,Spring,Spring,No,No,No,No,No,No,Yes,No,No,No,200000,Slow,Medium,No,None,No,No,Yes,,No,No,No,Low,Medium,No,No,Low,No,No
57538,NAPU4,purple needlegrass,Nassella pulchra,pulchra,USA (CA),Monocot,Poaceae,Grass family,Perennial,Graminoid,L48 (N),,Spring and Summer,Slow,No,No,Yellow,No,Green,No,Bunch,Rapid,,3,No,Short,No,Erect,None,Yes,Yes,Yes,None,Low,No,Medium,Medium,High,270,None,Medium,6,7.5,,,14,40,10,Low,Intermediate,12,Mid Spring,Contracting Only,Medium,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,150000,Moderate,Medium,No,None,No,No,Yes,,No,No,No,High,High,No,No,Medium,No,No
57595,NAVI4,green needlegrass,Nassella viridula,viridula,"USA (AZ, CA, CO, IA, ID, IL, KS, MN, MT, ND, NE, NM, NY, SD, UT, WI, WY), CAN (AB, BC, MB, NT, SK, YT)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), CAN (N)",,Spring and Summer,Rapid,No,No,Yellow,No,Green,No,Bunch,Rapid,,2,No,Moderate,No,Erect,None,No,Yes,Yes,None,High,Yes,High,Medium,Medium,90,None,Low,6.6,8.4,,,15,24,14,Medium,Intolerant,-38,Late Spring,Routinely Available,Medium,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,167840,Slow,High,No,None,No,No,Yes,,No,No,No,Medium,Medium,No,No,Medium,No,No
58202,NOMI,sacahuista,Nolina microcarpa,microcarpa,"USA (AZ, NM, UT)",Monocot,Liliaceae,Lily family,Perennial,"Subshrub, Shrub",L48 (N),,Spring and Summer,Slow,No,No,White,Yes,Gray-Green,Yes,Single Crown,Moderate,,4,No,Long,No,Decumbent,Slight,Yes,No,No,None,High,No,High,Low,Medium,280,None,Low,6.5,9.5,1700,3400,7,14,20,Low,Intolerant,14,Mid Spring,Field Collections Only,Medium,Spring,Summer,No,No,No,Yes,No,No,No,No,No,No,,Slow,Low,No,None,No,No,No,,No,No,No,Low,,Yes,No,Low,No,No
58313,NULUP,Rocky Mountain pond-lily,Nuphar lutea ssp. polysepala,lutea,"USA (AK, AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (BC, NT, YT)",Dicot,Nymphaeaceae,Water-lily family,Perennial,Forb/herb,"L48 (N), AK (N), CAN (N)",,Spring and Summer,Rapid,No,No,Yellow,Yes,Green,No,Rhizomatous,Rapid,,4,No,Short,No,Irregular,None,Yes,Yes,Yes,Medium,Medium,Yes,Low,Medium,Low,120,Low,High,5,8,320,1280,10,40,12,None,Intolerant,-62,Spring,Routinely Available,Medium,Spring,Fall,No,No,No,No,No,No,Yes,No,No,No,,Moderate,Low,No,Rapid,No,No,No,,No,No,Yes,Medium,Medium,Yes,No,Medium,No,No
